시장명,시장유형,소재지도로명주소,시장개설주기,소재지지번주소,점포수,사용가능상품권,공중화장실 보유여부,주차장 보유여부,개설년도,데이터기준일자
남항시장,상설,부산광역시 영도구 절영로 49번길 73-5,상설,부산 영도구 영선동 2가 64-6,248,온누리상품권,Y,Y,1950,2015-12-31
청학시장,상설,부산광역시 영도구 태종로 316번길 1,상설,부산 영도구 청학동 297-1,83,온누리상품권,Y,Y,2012,2015-12-31
자갈치시장,상설,부산광역시 중구 가갈치 해안토 52번길,상설,부산 중구 남포동 37-1,278,온누리상품권,Y,Y,1970,2015-12-31
아리랑거리,상설,부산광역시 중구 광복로 35번길 13,상설,부산 중구 신창동 3가 26,111,,N,N,2009,2015-12-31
만물의거리시장,상설,부산광역시 중구 국제시장 2길 16-1,상설,부산 중구 신창동 4가 15-3,75,온누리상품권,Y,N,2007,2015-12-31
창선상가,상설,부산광역시 중구 국제시장2길 5,상설,부산 중구 창선동 2가 27,249,온누리상품권,Y,N,1978,2015-12-31
건어물시장,상설,부산광역시 중구 남포동 1가 62,상설,부산 중구 남포동 1가 62,151,온누리상품권,Y,N,2010,2015-12-31
영주시장,상설,부산광역시 중구 대영로 242번길 3 영주시장,상설,부산 중구 영주동 601,88,,Y,N,1964,2015-12-31
월드밸리,상설,부산광역시 중구 대청로 60,상설,부산 중구 부평동 2가 2,177,온누리상품권,Y,Y,2010,2015-12-31
보수종합시장,상설,부산광역시 중구 보수대로 94,상설,부산 중구 보수동 3가 46,145,온누리상품권,Y,Y,1981,2015-12-31
새영주시장,상설,부산광역시 중구 영주1동 20-15번지,상설,부산 중구 영주동 20-15,72,온누리상품권,N,N,1950,2015-12-31
신천지시장,상설,부산광역시 중구 자갈치로 33,상설,부산 중구 남포동 6가 3,148,온누리상품권,Y,Y,1982,2015-12-31
신동아수산물종합시장,상설,부산광역시 중구 자갈치로 42(남포동5가),상설,부산 중구 남포동 5가 92,234,온누리상품권,Y,Y,2006,2015-12-31
부산자갈밭시장,상설,"부산광역시 중구 자갈치로 52, 3층",상설,부산 중구 남포동 107-1 ,207,온누리상품권,N,N,2013,2015-12-31
부평깡통시장,상설,부산광역시 중구 중구로 39번길 32,상설,부산 중구 부평동 2가 68-9,1433,온누리상품권,Y,Y,2012,2015-12-31
국제시장,상설,부산광역시 중구 중구로 42,상설,부산 중구 신창동 4가 38,821,온누리상품권,Y,N,1972,2015-12-31
부산데파트,상설,부산광역시 중구 중앙대로 21,상설,부산 중구 동광동 1가 1,109,온누리상품권,Y,N,1971,2015-12-31
가야시장,상설,부산광역시 부산진구 가야동 420-74,상설,부산 부산진구 가야동 3-11,53,,Y,N,1975,2015-12-31
개금골목시장,상설,부산광역시 부산진구 개금동 171-115,상설,부산 부산진구 개금동 171-115,114,온누리상품권,N,N,2014,2015-12-31
개금큰시장,상설,부산광역시 부산진구 개금동 615-20,상설,부산 부산진구 개금동 615-20,65,,Y,N,1966,2015-12-31
당감시장,상설,부산광역시 부산진구 당감동 238-89,상설,부산 부산진구 당감동 238-89,45,온누리상품권,Y,N,2011,2015-12-31
동평새시장,상설,부산광역시 부산진구 당감동 282-68,상설,부산 진구 당감동 282-68,16,온누리상품권,N,N,2011,2015-12-31
당감새시장,상설,부산광역시 부산진구 당감동 292-118,상설,부산 부산진구 당감동 292-118,103,온누리상품권,Y,N,2009,2015-12-31
국제상가,상설,부산광역시 부산진구 당감동 791,상설,부산 진구 당감동 791,49,,Y,Y,1990,2015-12-31
당감골목시장,상설,부산광역시 부산진구 당감로 295-4,상설,부산 부산진구 당감동 295-4,130,온누리상품권,Y,N,2006,2015-12-31
골드테마거리,상설,부산광역시 부산진구 범천1동 836-1,상설,부산 부산진구 범천동 636-1,325,온누리상품권,Y,N,1995,2015-12-31
부산평화시장,상설,부산광역시 부산진구 범천1동 839-52,상설,부산 부산진구 범천동 839-52,920,온누리상품권,Y,Y,1970,2015-12-31
부전상가,상설,부산광역시 부산진구 부전1동 265-25,상설,부산 부산진구 부전동 265-25,700,온누리상품권,Y,Y,1964,2015-12-31
부전농수산물새벽시장,상설,부산광역시 부산진구 부전1동 347-1,상설,부산 부산진구 부전동 347-1,479,온누리상품권,Y,N,2006,2015-12-31
서면종합시장,상설,부산광역시 부산진구 부전1동 347-40,상설,부산 부산진구 부전동 347-40,277,온누리상품권,Y,Y,1979,2015-12-31
부산전자종합시장,상설,부산광역시 부산진구 부전동 29번지,상설,부산 부산진구 부전동 29,149,온누리상품권,Y,Y,1985,2015-12-31
서면시장,상설,부산광역시 부산진구 서면로 56,상설,부산 부산진구 부전동 256-6,202,온누리상품권,Y,Y,1970,2015-12-31
양정시장,상설,부산광역시 부산진구 양정동 390,상설,부산 부산진구 양정동 390,125,온누리상품권,Y,Y,1994,2015-12-31
연지시장,상설,부산광역시 부산진구 연지동 연지로 7-1,상설,부산 부산진구 연지동 179-5,87,온누리상품권,N,N,2011,2015-12-31
서면중앙시장,상설,부산광역시 부산진구 전길동 608-1,상설,부산 부산진구 전포동 608-1,400,,Y,Y,1981,2015-12-31
전포놀이터시장,상설,부산광역시 부산진구 전포동 197-6,상설,부산 부산진구 전포동 197-6,81,온누리상품권,Y,N,2007,2015-12-31
부전인삼시장,상설,부산광역시 부산진구 중앙대로 573-26,상설,부산 부산진구 부전동 573-26,61,온누리상품권,Y,N,2011,2015-12-31
부전기장골목시장,상설,부산광역시 부산진구 중앙대로 775번길 21,상설,부산 부산진구 부전동 341-70,58,온누리상품권,Y,N,2014,2015-12-31
부전시장,상설,부산광역시 부산진구 중앙대로 783번길 23,상설,부산 부산진구 부전동 573,343,온누리상품권,Y,N,1970,2015-12-31
초읍시장,상설,부산광역시 부산진구 초읍동 225,상설,부산 부산진구 초읍동 225,37,온누리상품권,Y,N,1975,2015-12-31
창곡종합시장,상설,부산광역시 부산진구 초읍동 271-1,상설,부산 부산진구 초읍동 271-1,28,,Y,Y,,2015-12-31
성곡종합시장,상설,부산광역시 부산진구 초읍동 271-6,상설,부산 부산진구 초읍동 271-6,43,,Y,N,1975,2015-12-31
반송시장,상설,부산광역시 해운대구 반송1동 709-12,상설,부산 해운대구 반송1동 709-12,31,온누리상품권,Y,Y,2006,2015-12-31
반송2동시장,상설,부산광역시 해운대구 반송2동 40-762,상설,부산 해운대구 반송2동 40-762,195,온누리상품권,Y,Y,2006,2015-12-31
반여3동골목시장,상설,부산광역시 해운대구 반여 3동 1607-2,상설,부산 해운대구 반여3동 1607-2,60,온누리상품권,Y,N,1974,2015-12-31
반여2동상가시장,상설,부산광역시 해운대구 반여2동 1291-1425,상설,부산 해운대구 반여2동 1291-1425,68,온누리상품권,Y,N,2010,2015-12-31
반여시장,상설,부산광역시 해운대구 반여2동 1291-918,상설,부산 해운대구 반여2동 1291-918,99,온누리상품권,Y,N,1975,2015-12-31
반송골목시장,상설,부산광역시 해운대구 아랫반송로39번길 18-12,상설,부산 해운대구 반송3동 250-410,89,온누리상품권,Y,N,2006,2015-12-31
우동종합상가시장,상설,부산광역시 해운대구 우2동 1092-16,상설,부산 해운대구 우2동 1092-16,65,온누리상품권,Y,N,2007,2015-12-31
재송시장,상설,부산광역시 해운대구 재송로 60번길 16,상설,부산 해운대구 재송1동 1080-5,64,온누리상품권,Y,Y,2005,2015-12-31
재송한마음시장,상설,부산광역시 해운대구 재승동 1089-18,상설,부산 해운대구 재송동 1089-18번지 일원,81,온누리상품권,Y,N,2005,2015-12-31
좌동재래시장,상설,부산광역시 해운대구 좌동 892,상설,부산 해운대구 좌동 892,93,온누리상품권,Y,Y,2005,2015-12-31
해운대시장,상설,부산광역시 해운대구 중1동 1394-193,상설,부산 해운대구 중1동 1394-193,121,온누리상품권,N,N,2005,2015-12-31
영동전통시장,상설,서울특별시 강남구 논현동 161-5 3층,상설,서울 강남구 논현동 140-44,123,온누리상품권,Y,Y,2011,2015-12-31
논현종합시장,상설,서울특별시 강남구 봉은사로 33길 33,상설,서울 강남구 논현동 227-4,45,,Y,Y,,2015-12-31
강남시장,상설,서울특별시 강남구 압구정로 2길 46 강남상가,상설,서울 강남구 신사동 510-11,82,온누리상품권,Y,Y,,2015-12-31
신사상가,상설,서울특별시 강남구 압구정로29길 72-1,상설,서울 강남구 압구정동 454,67,온누리상품권,Y,N,,2015-12-31
청담삼익시장,상설,서울특별시 강남구 청담동 134-20,상설,서울 강남구 청담동 134-20,171,온누리상품권,Y,Y,,2015-12-31
고덕전통시장,상설,서울특별시 강동구 고덕2동 210-4,상설,서울 강동구 고덕동 210-3,30,온누리상품권,Y,N,2012,2015-12-31
천호시장,상설,서울특별시 강동구 구면천로 205,상설,서울 강동구 천호동 421-1,43,온누리상품권,Y,N,,2015-12-31
고분다리골목시장,상설,서울특별시 강동구 구면천로 32길 47,상설,서울 강동구 천호동 393-33,88,온누리상품권,N,N,2011,2015-12-31
천호신시장,상설,서울특별시 강동구 구천면로 209 (천호동422-2),상설,서울 강동구 천호동 422-2,112,온누리상품권,Y,N,,2015-12-31
길동복조리시장,상설,서울특별시 강동구 길동 363-6,상설,서울 강동구 길동 397-3,117,온누리상품권,N,N,2011,2015-12-31
암사종합시장,상설,서울특별시 강동구 상암로 11길 25,상설,서울 강동구 암사동 501-17,105,온누리상품권,Y,N,2008,2015-12-31
명일전통시장,상설,서울특별시 강동구 양재대로 138길 21,상설,서울 강동구 명일동 326-11,57,온누리상품권,N,N,2010,2015-12-31
둔촌역전통시장,상설,서울특별시 강동구 양재대로91길 20 (성내동),상설,서울 강동구 성내3동 428-9,85,온누리상품권,Y,N,2009,2015-12-31
동서울시장,상설,서울특별시 강동구 올림픽로 80길 58,상설,서울 강동구 천호동 421-3,256,,Y,N,,2015-12-31
성내전통시장,상설,서울특별시 강동구 천호대로 162길,상설,서울 강동구 성내동 144-16,83,온누리상품권,N,N,2011,2015-12-31
우이시장,상설,서울특별시 강북구 노해로23길 68(수유동),상설,서울 강북구 수유동 270-186,13,,Y,N,,2015-12-31
수유프라자,상설,서울특별시 강북구 도봉로 261,상설,서울 강북구 수유동 63,79,,Y,Y,,2015-12-31
숭인시장,상설,서울특별시 강북구 도봉로 45,상설,서울 강북구 미아동 60-5,113,온누리상품권,Y,Y,,2015-12-31
수유재래시장,상설,서울특별시 강북구 도봉로 71길 26,상설,서울 강북구 수유동 54-6,110,온누리상품권,Y,Y,2005,2015-12-31
번동북부시장,상설,서울특별시 강북구 번1동 413-3,상설,서울 강북구 번동 413-3,41,온누리상품권,Y,Y,2006,2015-12-31
수유북부시장,상설,서울특별시 강북구 삼양로 91길 11-12,상설,서울 강북구 수유동 405-5,25,,Y,Y,,2015-12-31
동북시장,상설,서울특별시 강북구 솔샘로 233,상설,서울 강북구 미아동 701-3,45,,Y,Y,2005,2015-12-31
수유중앙시장,상설,서울특별시 강북구 수유 3동 32-2,상설,서울 강북구 수유동 32-2,35,온누리상품권,Y,N,,2015-12-31
수유시장,상설,서울특별시 강북구 수유동 54-5,상설,서울 강북구 수유동 54-5,103,온누리상품권,Y,Y,2006,2015-12-31
"수유전통시장(구,수유골목시장)",상설,서울특별시 강북구 수유동 54-5,상설,서울 강북구 수유동 54-5,81,온누리상품권,N,Y,2003,2015-12-31
강북종합전통시장,상설,서울특별시 강북구 한천로 140길 12-43,상설,서울 강북구 수유동 177,90,온누리상품권,N,N,2014,2015-12-31
까치산시장,상설,서울특별시 강서구 강서로 12길 14(화곡8동 342-16),상설,서울 강서구 화곡 342,141,온누리상품권,Y,Y,2004,2015-12-31
신월중앙시장,상설,서울특별시 강서구 강서로54길 109,상설,서울 강서구 화곡 929,28,,Y,Y,1970,2015-12-31
남부골목시장,상설,서울특별시 강서구 등촌로 5길 62-4,상설,서울 강서구 화곡 801,145,온누리상품권,Y,Y,2004,2015-12-31
방신재래시장,상설,서울특별시 강서구 방화동로 16길 32,상설,서울 강서구 방화 567,119,온누리상품권,Y,Y,2006,2015-12-31
공항시장,상설,서울특별시 강서구 방화동로 3가길 10,상설,서울 강서구 방화동 620-17,19,,Y,N,,2015-12-31
화곡중앙골목시장,상설,서울특별시 강서구 월정로 30길 66,상설,서울 강서구 화곡 370,62,온누리상품권,Y,N,2005,2015-12-31
화곡중앙시장,상설,서울특별시 강서구 월정로30길 69 ,상설,서울 강서구 화곡 370,11,온누리상품권,Y,N,2005,2015-12-31
남부화곡시장,상설,서울특별시 강서구 화곡4동 830-1,상설,서울 강서구 화곡 830,20,온누리상품권,Y,Y,,2015-12-31
화곡본동시장,상설,서울특별시 강서구 화곡동 98-252,상설,서울 강서구 화곡 98,50,온누리상품권,N,N,2004,2015-12-31
등마루시장,상설,서울특별시 강서구 화곡로 68길 120,상설,서울 강서구 등촌동 637-10,50,,Y,Y,,2015-12-31
대원종합시장,상설,서울특별시 강서구 화곡로21길 78,상설,서울 강서구 화곡 1023,44,온누리상품권,Y,Y,,2015-12-31
우림시장,상설,서울특별시 관악구 난곡로 26길 4,상설,서울 관악구 신림(난곡)동 637-1,22,온누리상품권,Y,N,,2015-12-31
펭귄시장,상설,서울특별시 관악구 남부순환로 143 나길 7 (신림동),상설,서울 관악구 신림(조원)동 541-6,67,온누리상품권,N,N,2012,2015-12-31
신림종합시장,상설,서울특별시 관악구 남부순환로 157길 63,상설,서울 관악구 신림(신사)동 505-1,26,온누리상품권,Y,N,,2015-12-31
봉천중앙시장,상설,서울특별시 관악구 봉천10동 32-2,상설,서울 관악구 봉천(중앙)동 32-2,34,온누리상품권,Y,Y,,2015-12-31
신림현대종합상가,상설,서울특별시 관악구 신림로29길 8,상설,서울 관악구 신림(청림)동 1694,92,,Y,Y,2006,2015-12-31
관악신사시장,상설,서울특별시 관악구 신사동 494-43로,상설,서울 관악구 신림(신사)동 494-7,100,온누리상품권,Y,N,2013,2015-12-31
관악종합시장,상설,서울특별시 관악구 신원로 23,상설,서울 관악구 신림(신원)동 1602-1,44,온누리상품권,Y,N,,2015-12-31
신원시장,상설,서울특별시 관악구 신원로3길 20-3,상설,서울 관악구 신림(신원)동 1599-3,115,온누리상품권,Y,Y,2005,2015-12-31
봉천현대시장,상설,서울특별시 관악구 양녕로 49,상설,서울 관악구 봉천(은천)동 502-4,35,온누리상품권,Y,Y,2012,2015-12-31
신신림시장,상설,서울특별시 관악구 원신2길 34,상설,서울 관악구 신림동 390-1,5,온누리상품권,Y,N,,2015-12-31
봉일시장,상설,서울특별시 관악구 은천로 28,상설,서울 관악구 봉천(은헌)동 951-25,36,,Y,Y,,2015-12-31
인헌시장,상설,서울특별시 관악구 인헌6길 16,상설,서울 관악구 봉천(인헌)동 1638-22,57,온누리상품권,Y,Y,2009,2015-12-31
봉천제일종합시장,상설,서울특별시 관악구 청룡2길 29,상설,서울 관악구 봉천(청룡)동 921-1 ,79,온누리상품권,Y,N,,2015-12-31
중곡제일골목시장,상설,서울특별시 광진구 긴고랑로 11길 14,상설,서울 광진구 중곡동 221-6 ,128,온누리상품권,Y,N,2004,2015-12-31
광성시장,상설,서울특별시 광진구 능동로 47길 (중곡동) 광성합동(주)소속,상설,서울 광진구 중곡동 229-15 ,27,온누리상품권,Y,N,,2015-12-31
영동교골목시장,상설,서울특별시 광진구 동일로 10길 30,상설,서울 광진구 자양동 246-111,120,온누리상품권,Y,N,2003,2015-12-31
노룬산골목시장(인정시장),상설,서울특별시 광진구 뚝섬길 25길 6,상설,서울 광진구 자양동 553-60,42,온누리상품권,Y,N,2007,2015-12-31
조양시장(건물형),상설,서울특별시 광진구 아차산로 30길 39,상설,서울 광진구 자양동 6-20,33,온누리상품권,Y,N,,2015-12-31
신성시장,상설,서울특별시 광진구 용마산로 50(중곡동),상설,서울 광진구 중곡동 79-13,22,,Y,N,,2015-12-31
노룬산시장(건물형),상설,서울특별시 광진구 자양 4동 44-2,상설,서울 광진구 자양동 44-2,23,온누리상품권,Y,N,,2015-12-31
자양골목시장,상설,서울특별시 광진구 자양로 13길 59,상설,서울 광진구 자양동 631-18,138,온누리상품권,Y,Y,2007,2015-12-31
자양종합시장,상설,서울특별시 광진구 자양번영로6길 20,상설,서울 광진구 자양동 602,111,,Y,Y,2003,2015-12-31
화양제일골목시장,상설,서울특별시 광진구 화양동 34-72,상설,서울 광진구 화양동 34-72 ,86,온누리상품권,N,N,2011,2015-12-31
개봉중앙시장,상설,서울특별시 구로구 개봉로17길 34(개봉동),상설,서울 구로구 개봉동 324-1 ,27,온누리상품권,Y,N,,2015-12-31
